produccion,area,PRECTOTCORR_SUM,RH2M,T2M,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,WS2M,fecha,canton_id
69.99999999999999,2298.528,46.31,84.07,19.11,15.82,17.46,24.92,12.54,0.17,2022-02-01,4
13.65,362.794,222.83,84.93,20.12,16.93,18.52,27.35,14.26,0.14,2022-03-01,4
40.774999999999984,970.15008,247.76,87.36,20.8,18.18,19.49,27.35,15.8,0.15,2022-04-01,4
56.34999999999999,1347.52272,266.35,90.6,21.11,19.21,20.16,27.06,16.22,0.15,2022-05-01,4
102.2,2430.76288,478.87,92.94,20.24,18.82,19.53,26.71,15.3,0.15,2022-06-01,4
14.7,395.7944,230.37,92.15,20.62,19.04,19.84,25.66,16.29,0.12,2022-07-01,4
24.5,811.44,190.57,89.93,20.49,18.48,19.48,26.22,15.27,0.15,2022-08-01,4
35.14,1163.84,325.22,91.01,20.74,18.95,19.84,26.33,16.89,0.15,2022-09-01,4
19.6,649.15,282.13,91.46,20.49,18.8,19.65,25.53,16.11,0.15,2022-10-01,4
32.2,1066.61,341.96,92.97,20.09,18.67,19.38,25.67,15.34,0.14,2022-11-01,4
18.9,580.3,104.96,90.88,19.42,17.6,18.51,24.12,15.47,0.16,2022-12-01,4
48.650000000000006,1327.077,43.42,87.92,18.99,16.58,17.79,24.56,15.2,0.18,2022-01-01,3
46.024999999999984,1351.2959999999996,46.31,84.07,19.11,15.82,17.46,24.92,12.54,0.17,2022-02-01,3
76.09,1973.332,222.83,84.93,20.12,16.93,18.52,27.35,14.26,0.14,2022-03-01,3
54.43,1502.52,247.76,87.36,20.8,18.18,19.49,27.35,15.8,0.15,2022-04-01,3
9.869999999999996,247.052736,266.35,90.6,21.11,19.21,20.16,27.06,16.22,0.15,2022-05-01,3
5.599999999999999,151.40472,478.87,92.94,20.24,18.82,19.53,26.71,15.3,0.15,2022-06-01,3
18.48,482.6032,230.37,92.15,20.62,19.04,19.84,25.66,16.29,0.12,2022-07-01,3
48.62,1133.52,190.57,89.93,20.49,18.48,19.48,26.22,15.27,0.15,2022-08-01,3
53.55,1258.02,325.22,91.01,20.74,18.95,19.84,26.33,16.89,0.15,2022-09-01,3
49.28,1306.92,282.13,91.46,20.49,18.8,19.65,25.53,16.11,0.15,2022-10-01,3
42.46,975.43,341.96,92.97,20.09,18.67,19.38,25.67,15.34,0.14,2022-11-01,3
49.11400000000001,3997.98,104.96,90.88,19.42,17.6,18.51,24.12,15.47,0.16,2022-12-01,3
2.1,58.374,29.59,80.1,20.42,16.6,18.51,25.44,16.36,0.47,2022-01-01,2
4.73,115.98,38.11,72.45,20.97,15.22,18.1,27.53,14.79,0.48,2022-02-01,2
3.68,95.86,168.41,75.01,21.9,16.67,19.28,28.52,16.06,0.47,2022-03-01,2
1.0499999999999998,28.9968,248.76,83.35,21.96,18.6,20.28,28.13,18.56,0.46,2022-04-01,2
0.875,25.89,284.98,90.26,21.72,19.8,20.76,26.78,18.53,0.5,2022-05-01,2
1.7499999999999998,44.73792,408.88,91.85,20.69,19.13,19.91,25.89,17.56,0.54,2022-06-01,2
1.75,40.58832,293.88,89.48,21.3,19.28,20.29,26.1,17.34,0.45,2022-07-01,2
1.4,30.64656,244.13,88.76,21.21,19.01,20.11,26.3,17.44,0.47,2022-08-01,2
9.07,161.46,337.4,90.85,21.2,19.42,20.31,26.87,18.42,0.53,2022-09-01,2
4.38,88.6,353.49,91.6,20.99,19.35,20.17,25.89,17.87,0.51,2022-10-01,2
7.79,160.32,283.5,91.36,20.69,19.02,19.86,25.92,17.18,0.5,2022-11-01,2
2.905,72.326304,102.79,83.98,20.65,17.62,19.13,25.04,16.59,0.4,2022-12-01,2
65.10000000000001,1560.1589999999997,43.42,87.92,18.99,16.58,17.79,24.56,15.2,0.18,2022-01-01,1
59.185,1456.8659999999993,46.31,84.07,19.11,15.82,17.46,24.92,12.54,0.17,2022-02-01,1
21.805,514.434,222.83,84.93,20.12,16.93,18.52,27.35,14.26,0.14,2022-03-01,1
9.45,230.862,247.76,87.36,20.8,18.18,19.49,27.35,15.8,0.15,2022-04-01,1
2.625,55.9224,266.35,90.6,21.11,19.21,20.16,27.06,16.22,0.15,2022-05-01,1
3.3249999999999997,72.90624,478.87,92.94,20.24,18.82,19.53,26.71,15.3,0.15,2022-06-01,1
24.645000000000003,568.9631999999999,230.37,92.15,20.62,19.04,19.84,25.66,16.29,0.12,2022-07-01,1
45.89,1090.06,190.57,89.93,20.49,18.48,19.48,26.22,15.27,0.15,2022-08-01,1
35.95,871.26,325.22,91.01,20.74,18.95,19.84,26.33,16.89,0.15,2022-09-01,1
26.43,609.82,282.13,91.46,20.49,18.8,19.65,25.53,16.11,0.15,2022-10-01,1
40.92,960.76,341.96,92.97,20.09,18.67,19.38,25.67,15.34,0.14,2022-11-01,1
35.63,881.0699999999999,104.96,90.88,19.42,17.6,18.51,24.12,15.47,0.16,2022-12-01,1
57.81999999999998,1591.4159999999997,43.42,87.92,18.99,16.58,17.79,24.56,15.2,0.18,2022-01-01,0
57.74999999999999,1557.054,46.31,84.07,19.11,15.82,17.46,24.92,12.54,0.17,2022-02-01,0
33.495,862.2468,222.83,84.93,20.12,16.93,18.52,27.35,14.26,0.14,2022-03-01,0
70.73500000000001,1853.52,247.76,87.36,20.8,18.18,19.49,27.35,15.8,0.15,2022-04-01,0
92.85500000000005,2526.864,266.35,90.6,21.11,19.21,20.16,27.06,16.22,0.15,2022-05-01,0
74.49000000000001,2189.96952,478.87,92.94,20.24,18.82,19.53,26.71,15.3,0.15,2022-06-01,0
55.650000000000006,1922.61104,230.37,92.15,20.62,19.04,19.84,25.66,16.29,0.12,2022-07-01,0
40.95,1373.692,190.57,89.93,20.49,18.48,19.48,26.22,15.27,0.15,2022-08-01,0
42.49,1561.19,325.22,91.01,20.74,18.95,19.84,26.33,16.89,0.15,2022-09-01,0
39.87,1215.35,282.13,91.46,20.49,18.8,19.65,25.53,16.11,0.15,2022-10-01,0
29.02,826.27,341.96,92.97,20.09,18.67,19.38,25.67,15.34,0.14,2022-11-01,0
58.17,1688.85648,104.96,90.88,19.42,17.6,18.51,24.12,15.47,0.16,2022-12-01,0
43.39999999999999,1196.32512,80.76,90.2,19.22,17.27,18.24,23.81,14.71,0.16,2023-01-01,4
27.3,806.11104,87.3,88.15,19.29,16.93,18.11,25.5,13.53,0.16,2023-02-01,4
8.02,242.12488,151.59,87.55,19.78,17.24,18.51,26.88,15.29,0.16,2023-03-01,4
21.14,625.5024000000001,102.28,83.38,20.89,17.39,19.14,29.09,14.76,0.16,2023-04-01,4
39.06,1155.7296,231.09,85.51,21.93,18.95,20.44,28.39,16.99,0.14,2023-05-01,4
31.5,932.0399999999998,291.24,90.52,21.64,19.73,20.68,27.36,15.81,0.13,2023-06-01,4
55.895,1653.8508,293.25,91.8,21.23,19.55,20.39,26.35,16.89,0.12,2023-07-01,4
32.69,960.6225599999998,232.04,90.84,21.4,19.55,20.47,27.28,17.24,0.12,2023-08-01,4
60.55,1784.96016,177.24,88.68,21.45,19.12,20.28,26.95,15.9,0.13,2023-09-01,4
15.05,445.308,381.46,92.57,21.52,20.04,20.78,26.68,17.48,0.16,2023-10-01,4
22.4,662.484,294.26,93.77,21.08,19.82,20.45,26.1,16.67,0.14,2023-11-01,4
50.74999999999999,1397.2499999999998,150.04,91.62,20.66,18.99,19.82,25.7,16.68,0.16,2023-12-01,4
78.50500000000002,2119.2518399999994,80.76,90.2,19.22,17.27,18.24,23.81,14.71,0.16,2023-01-01,3
62.26499999999999,1645.6926720000008,87.3,88.15,19.29,16.93,18.11,25.5,13.53,0.16,2023-02-01,3
73.43,1825.30744,151.59,87.55,19.78,17.24,18.51,26.88,15.29,0.16,2023-03-01,3
44.98,1115.5528,102.28,83.38,20.89,17.39,19.14,29.09,14.76,0.16,2023-04-01,3
31.29,765.8469120000002,231.09,85.51,21.93,18.95,20.44,28.39,16.99,0.14,2023-05-01,3
55.09,1320.59712,291.24,90.52,21.64,19.73,20.68,27.36,15.81,0.13,2023-06-01,3
65.87,1565.8239999999998,293.25,91.8,21.23,19.55,20.39,26.35,16.89,0.12,2023-07-01,3
110.92,2646.91064,232.04,90.84,21.4,19.55,20.47,27.28,17.24,0.12,2023-08-01,3
75.36,1803.1468,177.24,88.68,21.45,19.12,20.28,26.95,15.9,0.13,2023-09-01,3
114.8,2723.876544,381.46,92.57,21.52,20.04,20.78,26.68,17.48,0.16,2023-10-01,3
85.74400000000001,3957.63608,294.26,93.77,21.08,19.82,20.45,26.1,16.67,0.14,2023-11-01,3
69.125,2088.63,150.04,91.62,20.66,18.99,19.82,25.7,16.68,0.16,2023-12-01,3
2.8,55.50816,90.92,82.85,20.56,17.31,18.94,25.39,15.58,0.46,2023-01-01,2
0.4899999999999999,10.438848,68.62,75.99,21.26,16.45,18.85,27.36,15.01,0.53,2023-02-01,2
1.988,167.0878464,151.94,80.39,21.38,17.39,19.39,28.39,16.43,0.48,2023-03-01,2
0.7,16.5696,122.64,78.95,22.3,17.97,20.13,28.72,17.57,0.47,2023-04-01,2
0.7,10.77024,239.53,82.84,22.86,19.42,21.14,29.2,18.71,0.48,2023-05-01,2
1.715,40.264128,288.04,88.12,22.34,20.02,21.18,27.67,18.57,0.46,2023-06-01,2
1.75,38.11288,376.49,87.1,22.23,19.73,20.98,27.96,18.17,0.47,2023-07-01,2
3.15,54.92822399999999,284.21,87.12,22.34,19.84,21.09,27.44,18.85,0.44,2023-08-01,2
4.375,128.82864,260.1,85.04,22.4,19.44,20.92,27.37,18.41,0.42,2023-09-01,2
4.305,89.807232,436.91,92.46,21.81,20.35,21.08,26.63,18.59,0.54,2023-10-01,2
3.1499999999999995,96.10368,293.35,90.91,21.77,20.04,20.91,26.42,18.49,0.47,2023-11-01,2
2.24,67.3992,127.1,85.7,21.92,19.19,20.56,26.68,17.46,0.44,2023-12-01,2
32.31,788.7176,80.76,90.2,19.22,17.27,18.24,23.81,14.71,0.16,2023-01-01,1
34.440000000000005,802.1343360000001,87.3,88.15,19.29,16.93,18.11,25.5,13.53,0.16,2023-02-01,1
31.745,787.3011839999999,151.59,87.55,19.78,17.24,18.51,26.88,15.29,0.16,2023-03-01,1
6.999999999999999,159.06816,102.28,83.38,20.89,17.39,19.14,29.09,14.76,0.16,2023-04-01,1
4.655,109.525056,231.09,85.51,21.93,18.95,20.44,28.39,16.99,0.14,2023-05-01,1
2.8,66.2784,291.24,90.52,21.64,19.73,20.68,27.36,15.81,0.13,2023-06-01,1
15.981000000000002,370.827248,293.25,91.8,21.23,19.55,20.39,26.35,16.89,0.12,2023-07-01,1
21.489999999999995,522.35664,232.04,90.84,21.4,19.55,20.47,27.28,17.24,0.12,2023-08-01,1
68.00500000000001,1668.7244159999998,177.24,88.68,21.45,19.12,20.28,26.95,15.9,0.13,2023-09-01,1
15.225,371.98752,381.46,92.57,21.52,20.04,20.78,26.68,17.48,0.16,2023-10-01,1
15.05,393.245472,294.26,93.77,21.08,19.82,20.45,26.1,16.67,0.14,2023-11-01,1
47.81,1131.91392,150.04,91.62,20.66,18.99,19.82,25.7,16.68,0.16,2023-12-01,1
39.06,1027.52232,80.76,90.2,19.22,17.27,18.24,23.81,14.71,0.16,2023-01-01,0
27.86,667.092096,87.3,88.15,19.29,16.93,18.11,25.5,13.53,0.16,2023-02-01,0
21.175,557.98328,151.59,87.55,19.78,17.24,18.51,26.88,15.29,0.16,2023-03-01,0
38.5,991.69056,102.28,83.38,20.89,17.39,19.14,29.09,14.76,0.16,2023-04-01,0
59.17099999999999,1559.282208,231.09,85.51,21.93,18.95,20.44,28.39,16.99,0.14,2023-05-01,0
58.415000000000006,1738.2338879999998,291.24,90.52,21.64,19.73,20.68,27.36,15.81,0.13,2023-06-01,0
28.0,742.73232,293.25,91.8,21.23,19.55,20.39,26.35,16.89,0.12,2023-07-01,0
87.696,2823.1001088,232.04,90.84,21.4,19.55,20.47,27.28,17.24,0.12,2023-08-01,0
62.384,1851.1839232,177.24,88.68,21.45,19.12,20.28,26.95,15.9,0.13,2023-09-01,0
52.12,1634.5944,381.46,92.57,21.52,20.04,20.78,26.68,17.48,0.16,2023-10-01,0
28.49,942.532896,294.26,93.77,21.08,19.82,20.45,26.1,16.67,0.14,2023-11-01,0
61.88,1826.32504,150.04,91.62,20.66,18.99,19.82,25.7,16.68,0.16,2023-12-01,0
33.6,993.6,33.88,89.62,20.49,18.46,19.48,25.79,15.93,0.16,2024-01-01,4
11.55,341.54999999999995,117.35,87.47,20.06,17.56,18.81,26.77,13.93,0.16,2024-02-01,4
11.2,331.2,64.52,81.79,21.74,17.86,19.8,30.59,14.21,0.15,2024-03-01,4
11.025,326.025,171.48,83.24,21.64,18.02,19.83,29.97,14.95,0.14,2024-04-01,4
35.77,1057.77,785.07,87.56,22.37,19.77,21.07,29.0,16.76,0.14,2024-05-01,4
48.02,1420.0200000000002,768.48,92.91,21.82,20.42,21.12,26.71,17.71,0.14,2024-06-01,4
35.595,1052.595,539.28,93.1,21.36,19.96,20.66,26.2,16.85,0.12,2024-07-01,4
41.83,1236.83,201.52,90.32,21.32,19.35,20.33,26.39,17.28,0.13,2024-08-01,4
33.25,1016.37,393.4,91.03,21.56,19.74,20.65,27.05,17.87,0.15,2024-09-01,4
12.6,393.3,384.18,93.06,21.15,19.76,20.45,26.76,17.47,0.13,2024-10-01,4
23.975,725.535,779.73,94.04,20.64,19.44,20.04,25.46,16.24,0.14,2024-11-01,4
23.975,725.535,244.65,93.15,20.12,18.73,19.42,24.69,16.22,0.14,2024-12-01,4
106.49799999999996,3128.184,33.88,89.62,20.49,18.46,19.48,25.79,15.93,0.16,2024-01-01,3
78.05,2216.2247999999995,117.35,87.47,20.06,17.56,18.81,26.77,13.93,0.16,2024-02-01,3
76.3,2164.392,64.52,81.79,21.74,17.86,19.8,30.59,14.21,0.15,2024-03-01,3
23.24,627.96,171.48,83.24,21.64,18.02,19.83,29.97,14.95,0.14,2024-04-01,3
104.37,2970.288,785.07,87.56,22.37,19.77,21.07,29.0,16.76,0.14,2024-05-01,3
66.01,1903.0752,768.48,92.91,21.82,20.42,21.12,26.71,17.71,0.14,2024-06-01,3
80.11500000000001,2761.9596,539.28,93.1,21.36,19.96,20.66,26.2,16.85,0.12,2024-07-01,3
64.68,1811.072,201.52,90.32,21.32,19.35,20.33,26.39,17.28,0.13,2024-08-01,3
97.391,2449.7953200000006,393.4,91.03,21.56,19.74,20.65,27.05,17.87,0.15,2024-09-01,3
95.42400000000004,2288.64168,384.18,93.06,21.15,19.76,20.45,26.76,17.47,0.13,2024-10-01,3
87.9508,3511.5645600000007,779.73,94.04,20.64,19.44,20.04,25.46,16.24,0.14,2024-11-01,3
104.86,2609.1108,244.65,93.15,20.12,18.73,19.42,24.69,16.22,0.14,2024-12-01,3
1.4,41.4,28.73,82.08,21.97,18.53,20.25,26.96,17.53,0.48,2024-01-01,2
0.175,5.175,100.01,78.08,22.12,17.65,19.88,29.02,15.97,0.49,2024-02-01,2
3.85,93.148,87.95,76.49,23.22,18.22,20.72,30.54,15.44,0.47,2024-03-01,2
0.7,16.56,225.71,78.99,22.79,18.4,20.6,29.4,16.75,0.5,2024-04-01,2
3.85,84.04199999999999,426.62,87.97,22.96,20.54,21.75,28.64,19.64,0.5,2024-05-01,2
3.85,84.04199999999999,728.81,92.0,22.07,20.55,21.31,26.9,18.77,0.53,2024-06-01,2
4.9,114.26,544.34,90.6,22.05,20.23,21.14,26.61,18.12,0.45,2024-07-01,2
3.325,97.29,259.96,88.49,21.99,19.72,20.86,27.17,18.97,0.45,2024-08-01,2
5.775,137.241,363.98,90.12,22.05,20.1,21.08,27.01,18.93,0.49,2024-09-01,2
4.55,102.672,421.59,91.42,21.64,20.0,20.82,26.48,18.5,0.5,2024-10-01,2
1.0499999999999998,30.429,657.99,93.19,20.94,19.64,20.29,25.33,17.98,0.52,2024-11-01,2
0.7,20.7,243.64,87.58,21.07,18.72,19.89,25.79,17.09,0.41,2024-12-01,2
40.94999999999999,1071.1835999999998,33.88,89.62,20.49,18.46,19.48,25.79,15.93,0.16,2024-01-01,1
13.859999999999998,362.49840000000006,117.35,87.47,20.06,17.56,18.81,26.77,13.93,0.16,2024-02-01,1
16.525,442.976,64.52,81.79,21.74,17.86,19.8,30.59,14.21,0.15,2024-03-01,1
10.885,269.72099999999995,171.48,83.24,21.64,18.02,19.83,29.97,14.95,0.14,2024-04-01,1
5.635,123.372,785.07,87.56,22.37,19.77,21.07,29.0,16.76,0.14,2024-05-01,1
9.282,255.25584,768.48,92.91,21.82,20.42,21.12,26.71,17.71,0.14,2024-06-01,1
20.65,473.202,539.28,93.1,21.36,19.96,20.66,26.2,16.85,0.12,2024-07-01,1
61.00499999999999,1295.6957999999995,201.52,90.32,21.32,19.35,20.33,26.39,17.28,0.13,2024-08-01,1
28.769999999999992,678.9599999999999,393.4,91.03,21.56,19.74,20.65,27.05,17.87,0.15,2024-09-01,1
8.819999999999999,202.86,384.18,93.06,21.15,19.76,20.45,26.76,17.47,0.13,2024-10-01,1
2.975,64.99799999999999,779.73,94.04,20.64,19.44,20.04,25.46,16.24,0.14,2024-11-01,1
3.5,82.8,244.65,93.15,20.12,18.73,19.42,24.69,16.22,0.14,2024-12-01,1
51.009,1659.312,33.88,89.62,20.49,18.46,19.48,25.79,15.93,0.16,2024-01-01,0
18.76,553.3524,117.35,87.47,20.06,17.56,18.81,26.77,13.93,0.16,2024-02-01,0
11.55,291.456,64.52,81.79,21.74,17.86,19.8,30.59,14.21,0.15,2024-03-01,0
19.25,482.306,171.48,83.24,21.64,18.02,19.83,29.97,14.95,0.14,2024-04-01,0
51.835,1471.77,785.07,87.56,22.37,19.77,21.07,29.0,16.76,0.14,2024-05-01,0
79.1,2394.1620000000003,768.48,92.91,21.82,20.42,21.12,26.71,17.71,0.14,2024-06-01,0
86.8,2768.422,539.28,93.1,21.36,19.96,20.66,26.2,16.85,0.12,2024-07-01,0
64.69,1738.598,201.52,90.32,21.32,19.35,20.33,26.39,17.28,0.13,2024-08-01,0
58.345,1559.331,393.4,91.03,21.56,19.74,20.65,27.05,17.87,0.15,2024-09-01,0
34.6535,1031.8039199999998,384.18,93.06,21.15,19.76,20.45,26.76,17.47,0.13,2024-10-01,0
36.50500000000001,1039.5208799999998,779.73,94.04,20.64,19.44,20.04,25.46,16.24,0.14,2024-11-01,0
21.0,660.3299999999999,244.65,93.15,20.12,18.73,19.42,24.69,16.22,0.14,2024-12-01,0
21.0,660.3299999999999,122.3,91.29,19.89,18.14,19.01,24.42,14.9,0.14,2025-01-01,4
21.0,660.3299999999999,57.69,88.61,19.99,17.7,18.85,26.03,15.61,0.15,2025-02-01,4
2.66,78.66,78.32,84.79,20.68,17.55,19.11,27.44,15.96,0.16,2025-03-01,4
22.399999999999995,640.6650000000001,342.6,87.64,20.78,18.26,19.52,27.01,16.5,0.14,2025-04-01,4
22.575,637.767,364.74,92.25,21.6,20.04,20.82,26.25,16.62,0.13,2025-05-01,4
46.13,1333.2870000000005,364.74,92.25,21.6,20.04,20.82,26.25,16.62,0.13,2025-06-01,4
0.53,7.45,122.3,91.29,19.89,18.14,19.01,24.42,14.9,0.14,2025-01-01,3
0.53,7.45,57.69,88.61,19.99,17.7,18.85,26.03,15.61,0.15,2025-02-01,3
5.640000000000001,131.9,78.32,84.79,20.68,17.55,19.11,27.44,15.96,0.16,2025-03-01,3
73.33900000000001,1802.2744800000005,342.6,87.64,20.78,18.26,19.52,27.01,16.5,0.14,2025-04-01,3
123.47999999999998,3050.5921200000003,364.74,92.25,21.6,20.04,20.82,26.25,16.62,0.13,2025-05-01,3
93.07200000000002,2304.984744,364.74,92.25,21.6,20.04,20.82,26.25,16.62,0.13,2025-06-01,3
93.07200000000002,2304.984744,112.8,84.88,20.97,18.12,19.55,25.23,16.9,0.44,2025-01-01,2
0.7,13.248,60.32,81.77,21.27,17.76,19.51,26.57,17.43,0.45,2025-02-01,2
1.4,29.808,106.03,79.12,22.1,17.85,19.97,28.61,16.83,0.49,2025-03-01,2
1.19,21.528,270.67,81.47,22.21,18.53,20.37,28.22,18.26,0.46,2025-04-01,2
2.2749999999999995,44.2152,523.81,90.11,22.23,20.32,21.27,27.17,18.17,0.48,2025-05-01,2
0.91,21.114,523.81,90.11,22.23,20.32,21.27,27.17,18.17,0.48,2025-06-01,2
0.91,21.114,122.3,91.29,19.89,18.14,19.01,24.42,14.9,0.14,2025-01-01,1
0.91,21.114,57.69,88.61,19.99,17.7,18.85,26.03,15.61,0.15,2025-02-01,1
9.240000000000002,211.968,78.32,84.79,20.68,17.55,19.11,27.44,15.96,0.16,2025-03-01,1
14.14,346.2282,342.6,87.64,20.78,18.26,19.52,27.01,16.5,0.14,2025-04-01,1
15.574999999999998,379.224,364.74,92.25,21.6,20.04,20.82,26.25,16.62,0.13,2025-05-01,1
7.209999999999999,195.822,364.74,92.25,21.6,20.04,20.82,26.25,16.62,0.13,2025-06-01,1
7.0,181.33,122.3,91.29,19.89,18.14,19.01,24.42,14.9,0.14,2025-01-01,0
7.0,181.33,57.69,88.61,19.99,17.7,18.85,26.03,15.61,0.15,2025-02-01,0
26.739999999999995,596.4084,78.32,84.79,20.68,17.55,19.11,27.44,15.96,0.16,2025-03-01,0
95.92099999999996,2446.5743999999986,342.6,87.64,20.78,18.26,19.52,27.01,16.5,0.14,2025-04-01,0
101.941,3172.63104,364.74,92.25,21.6,20.04,20.82,26.25,16.62,0.13,2025-05-01,0
94.213,3328.86636,364.74,92.25,21.6,20.04,20.82,26.25,16.62,0.13,2025-06-01,0
